TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2020M03,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,317,
2020M03,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.2,
2020M03,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,420,
2020M03,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.7,
2020M03,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,414,
2020M03,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.6,
2020M03,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,45,
2020M03,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,
2020M03,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,44,
2020M03,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.3,
2020M03,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,155,
2020M03,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.7,
2020M03,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,159,
2020M03,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.8,
2020M03,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,197,
2020M03,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.3,
2020M03,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,188,
2020M03,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.8,
2020M03,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,389,
2020M03,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.1,
2020M03,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,370,
2020M03,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.8,
2020M03,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,274",
2020M03,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.8,
2020M03,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,297",
2020M03,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.8,
2020M03,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,6,
2020M03,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.7,
2020M03,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,7,
2020M03,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2020M03,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,101,
2020M03,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.6,
2020M03,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,101,
2020M03,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.6,
2020M03,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,230,
2020M03,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.7,
2020M03,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,219,
2020M03,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.4,
2020M03,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"3,971",
2020M03,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,13.2,
2020M03,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,916",
2020M03,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,12.9,
2020M03,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"7,370",
2020M03,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.5,
2020M03,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"7,131",
2020M03,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.4,
2020M03,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,760",
2020M03,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.6,
2020M03,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,730",
2020M03,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.5,
2020M04,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"14,231",
2020M04,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.7,
2020M04,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"14,113",
2020M04,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2020M04,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M04,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M04,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M04,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M04,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,055",
2020M04,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.4,
2020M04,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,986",
2020M04,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.3,
2020M04,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"12,055",
2020M04,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.4,
2020M04,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,986",
2020M04,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.3,
2020M04,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"11,914",
2020M04,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.4,
2020M04,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,858",
2020M04,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.3,
2020M04,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,270,
2020M04,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.3,
2020M04,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,273,
2020M04,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.3,
2020M04,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,168,
2020M04,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M04,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,160,
2020M04,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M04,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,120,
2020M04,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.2,
2020M04,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,120,
2020M04,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.2,
2020M04,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,145,
2020M04,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.9,
2020M04,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,145,
2020M04,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.9,
2020M04,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,889",e
2020M04,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.3,e
